	小号来了，我这嗓子还没恢复，周日周一喊哑了。声音小吗？
	我觉得。所以咱们大家一定要积极乐观向上，就一定要积极乐观。就这个世界上一定是有些我们我们看不到跟见不到的神明。所以雪峰老师这件事情，我真的昨天晚上对我触动太大了。有他以前接受采访说，他希望他他希望他未来有几代人能够记得他。我相信如果他能够活到70岁、80岁、90岁、100岁的话，一定是代数越来越多，特别多。因为他真的热爱这个事情。但是非常遗憾，现在其实两代三代可能也就两三代，我想。
	所以这第四点，也是想通过这个事情，因为咱们以前说过这个事儿，我希望大家积极乐观，还是得避谶。对，还是得避谶。但是整体上来讲，我觉得大家从这当中说说除了悼念雪峰老师之外，我觉得咱们就是说。就相当于就跟当年科比没了对我的震撼一样，就是**爱怎么着了，操无所谓了。就比如说这句话，咱们屏幕前过了40岁人应该是能明白我我我这种观点，就是很多事真的就没必要了，无所谓，就是别太当真。很多所有的事情真的就是人间不值得，人间。
	不值得。
	对，除了生死都是小事。所以今天开播主要是想跟大家就七点半开播。我是想跟大家传递一个概念，就在于说我们说如果说雪峰老师这件事情对整个社会带来积极影响的话，就就带来一些积极的影响的话，就不是积极影响，是带来一些积极的影影影响的话。我觉得告诉大家一定要重视自己的健康。但是也不要过于焦虑，不是说你玩两把游戏，**这个玩玩到一两点，就***就都人跟人不一样，它是过度疲劳加剧烈运动。所以说咱们反正就是一定要吸取这方面的经验教训。但我觉得更重要还有一点，就是大家要必称，就别老胡说八道，真的，尤其对自己方面就别老胡说八道，要敬畏生命，敬畏神明。
	整体来讲，说实话这个非常喜欢雪峰老师，真的非常喜欢。这个世界上专业的人很多，但是专业又会教。就相当于这世上有很多professor，但是不是每个professor都是talker。然后不是所有的talker类的professor都愿意拉烦and share，所以作为一个他在那个领域，而且他确实也说了很多很多的真话。对，所以说确实而且他帮助的是普通人，而且是大量的普通人。说确实是比较。
	共情。
	所以昨天晚上确实非常不开心，确实非常不开心。
	所以这第三次这种感觉，第一次是科比，第二次是吉喆，第三次是雪崩。有人说干涉因果太多，我觉得如果说从玄学角度来看，更多的还是它的谶语。比如说微博。
	五条，然后。
	接受采访的时候也是小谈什么没了以后怎么样。这个我觉得可能真的是。
	如果有人。
	能够提醒一下他就好啊。所以就包括我看弹幕，很多朋友昨天也是后台给我发消息，包括今天也给我发消息。知道这个新闻之后是这样，就是说我没事，就每个人的生活习惯。我就是三四点睡，第二天90点起，就这么多天下来了。但是屏幕前的各位不是你们平时如果要是第二天上班或者说熬不了的话，咱们就12点之前把正题几乎都。
	聊完以后。
	你们就下。
	你们叫夏。
	就包括对那个男人30岁之后，辅酶Q3、辅酶Q10. 
	这是对你的。
	心脏有好处。然后鱼油你买那种什么一一什么什么，反正就是那个含量高的，每天吃俩没几个钱，鱼油没几个钱。不是这个不是说咱12点就下，是你们12点下。我聊到几点，这是顺其自然的。因为互联网是7乘24小时，但是我要下的早，我玩游戏去了，我很久没玩游戏了，就是我不是下来。
	就去睡觉。
	每个人有每人生活习惯。
	上链接没有，你们自己随便。爱爱爱买什么。通过这件事来讲的话，就是一个Q弹，一个鱼油吃起来。
	然后就真的本来我本来今天想停播一天，就是昨天那个雪崩的事儿，本来想停播一天好像不行，现在还是比较重要的时间点。太阳还会照常升起，这个世界还会正常运转。我们每个人也要好好的生活，都游泳，游泳也游泳其实也很危险的。如果你要疲劳，你疲劳过后只要做这种运动量非常大的，心率能拉到150以上的，都比较危险。
	反正我是经常说咱们，如果说我90岁的时候还能颤颤巍巍的给大家直播的话，我觉得挺有意思的。所以咱们90岁的时候再看看。对，多散步。散步是其实散步对于普通人来讲，或者慢跑就是那个张朝阳就是张朝阳有一次在采访里边，他的纪录片真的就是慢跑就这么干，小碎步嘎嘎嘎嘎嘎嘎嘎，就这么慢跑最好。它可以把你的心率一直控制在大概110左右. 
	然后同时。
	还能微微出汗，同时还比散步强度更大一些。
	对，就是慢慢的碎碎的。六九爬坡。每个人的程度上你们年轻人无所谓。像我的话我可能以后就不是不什么696，像我以后就不是96了，我觉得我可能就是九五差不多，我觉得95应该是差不多的，929891派胡言，一派胡言。坡度9，速度5，八段锦拿下来，八段锦不如扎马步，91也不行，91929598，这都是。
	马拉松还能跑吗？不影响。就是说你根据每个人的体质，许峰老师那真的是常年的他那个高强度的工作以及不是关键什么关键？他之前已经因为这个事儿住院了，相当于已经抢救过一波了，后面还敢跑7公里那么高强度。所以我觉得这个东西太遗憾了，真的太遗憾了。比如你按张朝阳那种，就这就这就这样，你让张常荣这种方法跑，你天天马拉松都问题不大，你就尬哟，无非就是时间问题了。当然说如果你没跑过，你也别他妈这么搓个马拉松，关键。
	是。
	强度。对，超慢跑。还好你每次6.8公里是吗？哥们儿不差这200米，不是这200米的事儿。
	所以像雪峰老师的这个事情，我觉得真的就是非常能够共情，非常的遗憾。昨天晚上情绪就是非常不好。然后我们。
	反正能从。
	中学到的，就是生活里面什么事儿都不是事儿，就是别那么较劲，别那么认真，男性都是男性不重要。然后就是男人过了40岁之后. 
	要相信有命。
	加油加最好的是吗？可以，哥们儿你就想你一箱油，你一箱油你都加98跟92 1箱油能差多少钱，对吗？除非你拉滴滴的，哥们儿你就不拉滴滴，你私家车，***他妈就算了，92还是98。
	对，天天加98能加多少钱？
	说差不少是吧？如果你觉得92和98差不少，说如果目前处在这种财力的程度，就先不要碰大富翁。实话实说，因为等于说你这你还在为一箱油的差价而在心里，非常大的一个比较的话。那么市场里边的任何一个，除非你拿1000块钱玩，否则市场里边的任何一个波动都会影响你的操作跟心态。
	98可能1498是吗？哥们儿，你猜，所以景德镇，景德镇零头都都没有。用电没感觉。
	那利好鲁能。
	你用电我用心，是吧？我说的是加油。我说的是加油。你们说什么呢？不是你什么车，你什么车？98加1箱1498哥们儿就是跟你讲这。
	叫叫哥们儿running lover叫什么那个什么车来的，还**我是什么车来的？**路虎里边有什么来着，为defender，我这加当然我没加98，他妈这车加98就太太**了，就95加满，95加满才多少钱？800块钱，八百多，对吧？你11498，你在哪能能98加出1498来，对不对？你在哪能够加出1498，吹牛逼。
	挂车是吧，反正我我是反正这一天，我就一直在调整情绪。因为今天还是很重要的，今天不能不开，今天是非常重要的，后面涨起来了，咱就泽连斯基了，时开时不开，但是今天还是很重要的。我白头发露出来。对，这两天他妈没来及喝红参。但是这根好像是昨天一夜两根，你看一根2两2根，所以你看我没有雪峰老师努力。
	咋了？雪峰老师这个事儿，有一朋友刚来是吧？
	所以你们大家所有人，包括不是说看直播，包括其他的生活当中，包括男人过了40岁之后，亮丽，你看我今年你们是不是有大概小半年时间没看见我踢球了。一方面是因为北京的这个天气太冷踢不了，然后在海南的时候踢了两三次，三次，三次踢了踢了三次。但是我现在踢球我就降低目标了，不是什么像年轻时候要夺冠，不是了。我现在就是。
	给别人传球，或者别人给我。
	传球的时候，都要让人传到1米之内。
	为什么？是因为真的恢复不过来。就比如踢了一场之后，就是小场半场半场踢一场之后，他妈第二天就是恢复不过来。所以说像什么战不死，洗洗罗这种真牛逼，**郑智当年。
	詹姆斯跟我同龄，詹姆斯883，这他妈还轮到我，这真真是真行。
	就是得得。
	服老。对，老了得得服老，不服不行。所以咱家有很多朋友跟我同龄的，咱们都得服老。
	八五要不咱别熬夜了，不是你哥们儿，你看你又来了。刚才这不是刚刚进门，我知道你关心我，非常感谢。就是我这不算熬夜，我这是我这是正常作息。但是你们不行，你们不是我到时候。
	我90岁坐在. 
	这直播的时候，屏幕前现在是1.6万人。我90岁坐在这儿的时候，屏幕前还有多少人？
	剩600是吗？**。*想各位，咱们今天特别好，你看今天没人催我，发没发现就是没人催我。一方面是二楼，确实把很多一楼的那外面外盘晒掉不少，就想过来要代码的，因为都自己人。另外一个是不是你们也不着急了，是吧？是不是不着急了，你找赵赵文吉，我说你哥们儿，你这你花不完，就别着急了。要节奏。
	90岁我在. 
	敬老院是吗？我没准能直播到200岁。脑机接口。
	插脑机接口。
	我都已经两百多岁了。我脑机接口互联网弄，但是我那会儿都没有互联网，那会儿都全息影像了，我就在你们面前，你们也在我面前，咱们可以随时换换场景，比如按八一个钮，换成大的体育场对吧？我面前是你们，对，咱们都是数字的，都是低级头的。然后再一换钮，整个三亚蹦极再换一首蹦极到西楼，西楼插着坐，穿插着1.6万人，再配1.66万，那什么穿插着走。都行。胖子MK4说这个纤维90岁不见不散。好，MK4哥们儿你钢铁侠，万事发生皆在哥祝我哥们儿封了个板。
	师总好，我是新加微信的小林医生，我一家子都是医生，我们在门诊上调理过上千号人我给您推荐的改善肠道菌群，降低炎症因子，促进修复的方案，是我们十多年来效果最好的，真心建议您尝试。祝世尊福寿绵长。好，我看那个回头我再向你请教一下，这个是一个特别好的中医。

（内容由AI生成）
